106	membutuhkan	necesitar	besoin	preciso	haja	brauchen	необходимость	需要	必要です	حاجة	जरुरत	ihtiyaç
107	sesuatu	algo	quelque chose	alguma coisa	kitu	etwas	что-то	某事	何か	شيئا	कुछ	bir şey
108	memiliki	tiene	a	tem	ina	hat	имеет	有	持っています	لديه	है	var
109	juga	también	aussi	também	pia	auch	тоже	也	も	أيضا	भी	çok
110	lebih	más	plus	mais	zaidi	mehr	больше	更多	もっと見る	المزيد	अधिक	daha fazla
111	cara	camino	manière	caminho	njia	Weg	путь	方式	方法	الطريق	रास्ता	yol
112	turun	abajo	vers le bas	para baixo	chini	unten	вниз	向下	ダウン	أسفل	नीचे	aşağı
113	membuat	hacer	faire	fazer	tengeneza	machen	сделать	使	作る	جعل	बनाओ	yapmak
114	sangat	muy	très	muito	sana	sehr	очень	非常	とても	جدا	बहुत	çok
115	tidak pernah	nunca	jamais	nunca	kamwe	niemals	никогда	从不	決して	أبدا	कभी नहीं	asla
116	saja	solo	seulement	apenas	pekee	nur	только	仅	だけ	فقط	केवल	sadece
117	orang	gente	les gens	pessoas	watu	Menschen	люди	人	人々	الناس	लोग	insanlar
118	berakhir	encima	fini	acabou	juu	vorbei	закончилось	结束	終わった	انتهى	खत्म	bitti
119	karena	porque	parce que	porque	kwa sababu	weil	потому что	因为	なぜなら	لان	क्योंकि	çünkü
120	sedikit	poco	peu	pouco	kidogo	wenig	маленький	小	少し	قليلا	थोड़ा	küçük
121	tolong	por favor	s'il te plaît	por favor	tafadhali	Bitte	пожалуйста	请	お願いします	من فضلك	कृपया	lütfen
122	cinta	amor	amour	amor	upendo	Liebe	любовь	爱	愛	الحب	प्यार	aşk
123	seharusnya	debería	devrait	deveria	lazima	sollte	должен	应该	すべきです	ينبغي	चाहिए	yapmalı
124	maksudnya	significar	signifier	significa	maana	bedeuten	имею в виду	意思是	意味	يعني	मतलब	demek
125	kata	dijo	dit	disse	alisema	sagte	сказал	说	言った	قال	कहा	dedi
126	maaf	lo siento	désolé	desculpe	samahani	Entschuldigung	извини	抱歉	ごめんなさい	آسف	क्षमा करें	üzgünüm
127	berikan	dar	donner	dar	kutoa	geben	дать	给予	与える	إعطاء	देना	vermek
128	mati	apagado	éteint	desligado	imezimwa	aus	выкл.	关闭	オフ	خارج	बंद	kapalı
129	pagi	soy	suis	sou	am	bin	я	上午	私は	صباحا	हूँ	ben
130	terima kasih	gracias	merci	obrigado	asante	Danke	спасибо	谢谢	ありがとう	شكرا	धन्यवाद	teşekkür ederim
131	apapun	cualquiera	n'importe quel	qualquer	yoyote	irgendein	любой	任何	どれでも	أي	कोई भी	herhangi biri
132	dua	dos	deux	dois	mbili	zwei	два	两个	2つ	اثنان	दो	iki
133	bahkan	incluso	même	mesmo	hata	sogar	даже	甚至	さえ	حتى	यहां तक कि	hatta
134	banyak	mucho	beaucoup	muito	sana	viel	много	很多	たくさん	كثيرا	बहुत	çok
135	melakukan	haciendo	faire	fazendo	kufanya	tun	делаю	做	やってる	القيام	कर रहा हूँ	yapıyor
136	tentu saja	seguro	bien sûr	claro	hakika	sicher	конечно	当然	確かに	بالتأكيد	ज़रूर	elbette
137	hal	cosa	chose	coisa	jambo	Sache	вещь	东西	もの	الشيء	बात	şey
138	ini	estos	ces	estes	haya	diese	эти	这些	これらの	هذه	ये	bunlar
139	bantuan	ayuda	aide	ajuda	msaada	Hilfe	помочь	帮助	助けて	مساعدة	मदद	yardım
140	pertama	primero	d'abord	primeiro	kwanza	zuerst	первый	第一	まず	أولا	प्रथम	ilk
141	ke dalam	en	dans	em	ndani	hinein	в	进入	に	في	में	içine
142	apa pun	cualquier cosa	n'importe quoi	qualquer coisa	chochote	irgendetwas	что-нибудь	任何东西	何か	أي شيء	कुछ भी	herhangi bir şey
143	masih	todavía	encore	ainda	bado	immer noch	все еще	仍然	まだ	لا يزال	अभी भी	hareketsiz
144	temukan	encontrar	trouver	encontrar	tafuta	finden	найти	找到	見つける	تجد	ढूँढ़ो	Bul
145	hidup	vida	la vie	vida	maisha	Leben	жизнь	生活	人生	الحياة	जिंदगी	hayat
146	tidak ada apa-apa	nada	rien	nada	hakuna kitu	nichts	ничего	什么都没有	何もない	لا شيء	कुछ नहीं	hiçbir şey
147	tuan	señor	monsieur	senhor	bwana	Herr	сэр	先生	先生	سيدي	महोदय	efendim
148	hari	dia	jour	dia	siku	Tag	день	日	日	يوم	दिन	gün
149	Tuhan	dios	Dieu	deus	mungu	Gott	бог	上帝	神	الله	भगवान	Tanrı
150	bekerja	trabajo	travail	trabalho	kazi	Arbeit	работа	工作	仕事	العمل	काम	iş
151	mereka	su	leur	seu	zao	ihr	их	他们的	彼らの	بهم	उनके	onların
152	eh	eh	euh	ah	uh	Äh	эээ	呃	ああ	اه	उह	ah
153	lagi	otra vez	encore une fois	de novo	tena	wieder	снова	再次	またまた	مرة أخرى	पुनः	tekrar
154	mungkin	tal vez	peut-être	talvez	labda	vielleicht	может быть	也许	たぶん	ربما	शायद	belki
155	harus	debe	doit	deve	lazima	muss	должен	必须	しなければならない	يجب	अवश्य	zorunluluk
156	sebelumnya	antes	avant	antes	kabla	vor	раньше	之前	前に	من قبل	पहले	önce
157	lainnya	otro	autre	outro	nyingine	andere	другой	其他	その他	أخرى	अन्य	diğer
158	tunggu	espera	attends	espere	subiri	warte	подожди	等待	待ってください	انتظر	रुको	bekle
159	berhenti	detenerse	arrêter	pare	acha	hör auf	стоп	停止	停止	توقف	रुकें	dur
160	panggilan	llamar	appeler	ligar	piga simu	anrufen	позвонить	打电话	電話する	اتصل	बुलाओ	çağrı
161	setelahnya	después	après	depois	baada ya	danach	после	之后	その後	بعد	के बाद	sonra
162	menang	ganó	gagné	ganhou	alishinda	gewonnen	выиграл	赢了	勝った	فاز	जीता	kazandı
163	berbicara	hablar	parler	falar	kuzungumza	reden	говорить	谈话	話す	تحدث	बात करो	konuşmak
164	pergi	lejos	loin	longe	mbali	weg	прочь	离开	離れて	بعيدا	दूर	uzakta
165	dari	que	que	do que	kuliko	als	чем	比	よりも	من	से	daha
166	pikir	pensamiento	pensé	pensei	mawazo	dachte	мысль	思想	考えた	الفكر	सोचा	düşünce
167	rumah	casa	maison	casa	nyumbani	Zuhause	дом	家	家	المنزل	घर	ev
168	malam	noche	nuit	noite	usiku	Nacht	ночь	晚上	夜	ليلة	रात	gece
169	letakkan	poner	mettre	colocar	weka	setzen	положить	把	置く	ضع	डाल	koymak
170	bagus	genial	super	ótimo	kubwa	großartig	отлично	太棒了	素晴らしい	عظيم	बढ़िया	harika
171	itu	esos	ceux	aqueles	hizo	jene	те	那些	それらの	هؤلاء	वो	bunlar
172	terakhir	último	dernier	último	mwisho	zuletzt	последний	最后	最後	الاخير	अंतिम	son
173	lebih baik	mejor	mieux	melhor	bora	besser	лучше	更好	より良い	أفضل	बेहतर	daha iyi
174	semuanya	todo	tout	tudo	kila kitu	alles	все	一切	すべて	كل شيء	सब कुछ	her şey
175	diberitahu	dijo	dit	disse	aliiambia	erzählt	рассказал	告诉	言った	قال	बताया	anlattı
176	Tuan.	sr.	M.	Sr.	Bw.	Herr.	г-н	先生。	さん。	السيد.	श्रीमान	Bay
177	baru	nuevo	nouveau	novo	mpya	neu	новый	新的	新しい	جديد	नया	yeni
178	hal	cosas	des choses	coisas	mambo	Dinge	вещи	东西	もの	الأشياء	चीज़ें	şeyler
179	selalu	siempre	toujours	sempre	daima	immer	всегда	总是	いつも	دائما	हमेशा	her zaman
180	simpan	mantener	garder	manter	weka	behalten	держать	保留	保つ	احتفظ	रखना	tutmak
181	panjang	largo	longtemps	longo	ndefu	lang	длинный	长	長い	طويل	लंबा	uzun
182	tahun	años	années	anos	miaka	Jahre	годы	年	年	سنوات	साल	yıllar
183	pergi	salir	partir	sair	kuondoka	gehen	уйти	离开	離れる	إجازة	छोड़ो	ayrılmak
184	tidak	hace	fait	faz	hufanya	tut	делает	确实	します	يفعل	करता है	yapar
185	uang	dinero	argent	dinheiro	pesa	Geld	деньги	钱	お金	المال	पैसा	para
186	sekitar	alrededor	autour	ao redor	karibu	herum	вокруг	周围	周り	حولها	चारों ओर	etrafında
187	tidak	no	ne	não	haina	tut	не делает	不	しない	لا	नहीं	yapmaz
188	nama	nombre	nom	nome	jina	Namen	имя	姓名	名前	اسم	नाम	isim
189	tempat	lugar	endroit	lugar	mahali	Ort	место	地方	場所	مكان	जगह	yer
190	pernah	alguna vez	jamais	sempre	milele	jemals	когда-либо	曾经	今まで	من أي وقت مضى	कभी	hiç
191	rasakan	sentir	sentir	sentir	kuhisi	fühlen	чувствовать	感觉	感じる	يشعر	महसूस करो	hissetmek
192	teman-teman	chicos	les gars	pessoal	wavulana	Jungs	ребята	伙计们	みんな	يا شباب	दोस्तों	beyler
193	ayah	padre	père	pai	baba	Vater	отец	父亲	父	الأب	पिता	baba
194	pria	chico	mec	cara	kijana	Kerl	парень	家伙	男	غي	लड़का	adam
195	dibuat	hecho	fait	feito	kufanywa	gemacht	сделал	制作	作られた	صنع	बनाया	yapılmış
196	tua	viejo	vieux	velho	mzee	alt	старый	老	古い	قديم	पुराना	eski
197	adalah	es	est-ce que	não é	si	istn	нет	是	ではありません	ليس	है	öyle
198	yang mana	cual	lequel	qual	ambayo	welche	который	其中	どの	الذي	जो	hangisi
199	besar	grande	grand	grande	kubwa	groß	большой	大	大きい	كبير	बड़ा	büyük
200	banyak	mucho	beaucoup	muito	mengi	viel	много	很多	ロット	الكثير	बहुत	çok
201	selesai	hecho	fait	feito	kufanyika	erledigt	сделано	完成	完了しました	تم	हो गया	bitti
202	halo	hola	bonjour	olá	habari	Hallo	привет	你好	こんにちは。	مرحبا	नमस्ते	merhaba
203	bagus	agradable	sympa	legal	nzuri	schön	приятно	不错	素敵な	لطيف	अच्छा	güzel
204	percaya	creer	crois	acredite	amini	glaube	верить	相信	信じる	صدق	विश्वास करो	inanmak
205	gadis	niña	fille	garota	msichana	Mädchen	девушка	女孩	女の子	فتاة	लड़की	kız
206	seseorang	alguien	quelqu'un	alguém	mtu	jemand	кто-то	某人	誰か	شخص ما	कोई	birisi
207	baiklah	bien	bien	tudo bem	sawa	gut	хорошо	很好	大丈夫	غرامة	ठीक है	iyi
208	terima kasih	gracias	merci	obrigado	asante	Danke	спасибо	谢谢	ありがとう	شكرا	धन्यवाद	teşekkürler
209	diinginkan	quería	je voulais	queria	alitaka	wollte	хотел	通缉	欲しかった	مطلوب	चाहता था	aranıyor
210	baik hati	amable	gentil	gentil	aina	nett	добрый	善良	種類	نوع	दयालु	nazik
211	datang	viniendo	venir	vindo	kuja	kommt	приход	来了	来る	قادم	आ रहा है	geliyor
212	rumah	casa	maison	casa	nyumba	Haus	дом	房子	家	منزل	घर	ev
213	setiap	cada	chaque	cada	kila	jeder	каждый	每个	ごとに	كل	प्रत्येक	her
214	oke	bien	ok	ok	sawa	ok	ок	好的	わかりました	حسنا	ठीक है	tamam
215	melalui	a través de	à travers	através	kupitia	durch	через	通过	を通して	من خلال	के माध्यम से	aracılığıyla
216	menjadi	siendo	étant	sendo	kuwa	Sein	будучи	存在	であること	يجري	किया जा रहा है	olmak
217	Tentu saja	curso	cours	curso	bila shaka	natürlich	курс	课程	コース	بالطبع	पाठ्यक्रम	kurs
218	tinggal	quedarse	rester	fique	kukaa	bleiben	остаться	留下来	滞在する	البقاء	रहना	kalmak
219	kiri	izquierda	à gauche	esquerda	kushoto	links	ушел	左	左	اليسار	बायां	sol
220	ayah	papá	papa	pai	baba	Papa	папа	爸爸	お父さん	أبي	पिताजी	baba
221	cukup	suficiente	assez	o suficiente	kutosha	genug	достаточно	够了	十分な	بما فيه الكفاية	पर्याप्त	yeterli
222	terjadi	sucedió	arrivé	aconteceu	kilichotokea	ist passiert	случилось	发生了	起こった	حدث	हुआ	oldu
223	datang	vino	est venu	veio	alikuja	kam	пришел	来了	来た	جاء	आया	geldi
224	mungkin	mayo	peut	pode	huenda	Mai	может	可能	かもしれない	قد	हो सकता है	mayıs
225	ibu	madre	mère	mãe	mama	Mutter	мать	妈妈	母	الأم	माँ	anne
226	salah	mal	faux	errado	vibaya	falsch	неправильно	错误的	間違っています	خطأ	गलत	yanlış
227	dunia	mundo	monde	mundo	dunia	Welt	мир	世界	世界	العالم	दुनिया	dünya
228	buruk	malo	mauvais	ruim	mbaya	schlecht	плохой	坏	悪い	سيئة	ख़राब	kötü
229	mungkin	podría	pourrait	poderia	nguvu	könnte	может быть	可能	かもしれない	قد	हो सकता है	olabilir
230	tiga	tres	trois	três	tatu	drei	три	三	3つ	ثلاثة	तीन	üç
231	hari ini	hoy	aujourd'hui	hoje	leo	heute	сегодня	今天	今日	اليوم	आज	bugün
232	mendengarkan	escucha	écoute	ouça	sikiliza	Hör zu	слушай	听	聞いてください	استمع	सुनो	dinle
233	yang lain	otro	un autre	outro	mwingine	ein anderer	другой	另一个	別の	آخر	दूसरा	başka biri
234	mengerti	entender	comprendre	entender	kuelewa	verstehen	понять	明白	理解する	فهم	समझे	anlamak
235	mendengar	escuchar	entendre	ouvir	sikia	hören	слышать	听到	聞く	اسمع	सुनो	duymak
236	ingat	recuerda	souviens-toi	lembre-se	kumbuka	Denken Sie daran	помнить	记住	覚えておいてください	تذكر	याद रखें	hatırla
237	bertanya	preguntar	demander	pergunte	uliza	fragen	спросить	问	尋ねる	اسأل	पूछो	sor
238	sendiri	propio	posséder	próprio	kumiliki	besitzen	собственный	拥有	自分の	الخاصة	अपना	kendi
239	sama	lo mismo	pareil	mesmo	sawa	gleich	то же самое	一样	同じ	نفسه	वही	aynı
240	menunjukkan	mostrar	montrer	mostrar	onyesha	zeigen	показать	显示	ショー	عرض	दिखाओ	göstermek
241	yang lain	otra cosa	sinon	mais	mwingine	sonst	еще	否则	それ以外の場合	آخر	अन्यथा	başka
242	membunuh	matar	tuer	matar	kuua	töten	убить	杀死	殺す	اقتل	मार डालो	öldürmek
243	berbicara	hablando	parler	falando	kuzungumza	reden	говорить	说话	話している	الحديث	बात कर रहे हैं	konuşuyor
244	ditemukan	encontrado	trouvé	encontrado	kupatikana	gefunden	нашел	发现	見つかりました	وجدت	पाया	bulundu
245	selanjutnya	siguiente	suivant	próximo	ijayo	als nächstes	следующий	下一个	次へ	التالي	अगला	sonraki
246	mendapatkan	consiguiendo	obtenir	recebendo	kupata	bekommen	получение	得到	取得する	الحصول على	मिल रहा है	almak
247	peduli	cuidado	soins	cuidado	kujali	Pflege	забота	照顾	ケア	رعاية	देखभाल	bakım
248	mobil	coche	voiture	carro	gari	Auto	машина	汽车	車	سيارة	कार	araba
249	mencari	mirando	regardant	olhando	kuangalia	suchen	смотрю	寻找	探している	أبحث	देख रहे हैं	bakıyor
250	nak	hijo	fils	filho	mwana	Sohn	сын	儿子	息子	ابن	बेटा	oğul
251	mencoba	intentar	essayez	tente	jaribu	Versuchen Sie es	попробуй	尝试	試してみる	حاول	प्रयास करें	denemek
252	wanita	mujer	femme	mulher	mwanamke	Frau	женщина	女人	女性	امرأة	औरत	kadın
253	pergi	fue	je suis allé	foi	akaenda	ging	пошел	去了	行きました	ذهب	गया	gitti
254	hai	hola	salut	oi	habari	Hallo	привет	嗨	こんにちは。	مرحبا	नमस्ते	merhaba
255	mati	muerto	mort	morto	wafu	tot	мертвый	死了	死んだ	ميت	मृत	ölü
256	banyak	muchos	beaucoup	muitos	nyingi	viele	много	许多	たくさんの	كثير	अनेक	birçok
257	pikiran	mente	esprit	mente	akili	Geist	ум	头脑	心	العقل	मन	zihin
258	tadinya	fue	était	era	hakuwa	war	разве	是	でした	كان	था	öyleydi
259	teman	amigo	ami	amigo	rafiki	Freund	друг	朋友	友人	صديق	मित्र	arkadaş
260	terbaik	mejor	meilleur	melhor	bora zaidi	am besten	лучший	最好的	最高の	الأفضل	सर्वोत्तम	en iyi
261	ibu	mamá	maman	mãe	mama	Mama	мама	妈妈	お母さん	أمي	माँ	anne
262	neraka	infierno	enfer	inferno	kuzimu	Hölle	ад	地狱	地獄	الجحيم	नरक	cehennem
263	pagi hari	mañana	matin	manhã	asubuhi	Morgen	утро	早上	朝	صباح	सुबह	sabah
264	mencoba	intentando	essayer	tentando	kujaribu	versuchen	пытаюсь	尝试	試しています	تحاول	कोशिश कर रहा हूँ	denemek
265	anak laki-laki	chico	garçon	garoto	kijana	Junge	мальчик	男孩	男の子	صبي	लड़का	oğlan
266	bersama-sama	juntos	ensemble	juntos	pamoja	zusammen	вместе	在一起	一緒に	معًا	एक साथ	birlikte
267	dirimu sendiri	tu mismo	toi-même	você mesmo	mwenyewe	sich selbst	себя	你自己	あなた自身	نفسك	अपने आप	kendin
268	pekerjaan	trabajo	travail	trabalho	kazi	Arbeit	работа	工作	仕事	وظيفة	नौकरी	iş
269	melihat	vio	vu	viu	saw	sah	увидел	锯	見た	رأى	देखा	gördüm
270	keluarga	familia	famille	família	familia	Familie	семья	家庭	家族	عائلة	परिवार	aile
271	nyata	real	réel	verdadeiro	halisi	echt	настоящий	真实的	本物の	حقيقي	असली	gerçek
272	tanpa	sin	sans	sem	bila	ohne	без	没有	なしで	بدون	बिना	onsuz
273	sayang	bebe	bébé	querido	mtoto	Baby	детка	宝贝	赤ちゃん	طفل	बच्चा	bebeğim
274	kamar	habitación	chambre	quarto	chumba	Zimmer	комната	房间	部屋	غرفة	कमरा	oda
275	akan	haría	serait-ce	iria	bila	würde	бы	不会	そうしないだろう	سوف	होगा	olur
276	sudah	ya	déjà	já	tayari	schon	уже	已经	すでに	بالفعل	पहले से ही	zaten
277	bergerak	moverse	bouger	mover	hoja	bewegen	двигаться	移动	移動する	تحرك	हटो	hareket etmek
278	paling	la mayoría	la plupart	mais	wengi	die meisten	большинство	大多数	ほとんどの	معظم	सबसे	çoğu
279	terlihat	visto	vu	visto	kuonekana	gesehen	видел	见过	見た	ينظر	देखा	görüldü
280	hidup	vivir	vivre	viver	kuishi	leben	жить	直播	生きる	يعيش	जीना	canlı
281	rindu	señorita	mademoiselle	senhorita	miss	Fräulein	пропустить	想念	ミス	يغيب	याद आती है	özledim
282	sebenarnya	en realidad	en fait	na verdade	kweli	eigentlich	на самом деле	实际上	実は	في الواقع	असल में	aslında
283	ya	eh	hein	hein	aha	huh	да	呵呵	ふーん	هاه	हुह	ha
284	sial	mierda	merde	merda	uchafu	Scheiße	дерьмо	狗屎	たわごと	القرف	बकवास	bok
285	keduanya	ambos	les deux	ambos	zote mbili	beides	оба	两者	両方	على حد سواء	दोनों	ikisi de
286	terdengar	escuchado	entendu	ouvi	kusikia	gehört	услышал	听到	聞いた	سمعت	सुना	duydum
