split	source_locale	source_lang	source_id	source_author	source_license	source_url	source_review_state	source_row_sha256	source_text	target_locale	target_lang	target_id	target_author	target_license	target_url	target_review_state	target_row_sha256	target_text	relation_state	pair_snapshot	pair_archive_url	pair_archive_sha256	pair_link_row_sha256	baseline_name	baseline_output	baseline_exact_target
heldout	en	eng	16525	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/16525	human-contributed-unreviewed	476b2ab9c4b571198870c5c2fd6775cf556b47d332a6fe8c3e2175119076087d	You have many books.	sw	swh	3175789	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3175789	human-contributed-unreviewed	503dd0150a921fac4b0c82048fe20f4cbc243e6a142fa781ab10a3d5ace6ec9d	Una vitabu vingi.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	f012e830c54b6ccd7cefcf1ff0f2376ad3a965386d3a96f2782c012bd6afb1dd	source-copy	You have many books.	0
heldout	en	eng	16525	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/16525	human-contributed-unreviewed	476b2ab9c4b571198870c5c2fd6775cf556b47d332a6fe8c3e2175119076087d	You have many books.	sw	swh	3175792	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3175792	human-contributed-unreviewed	e03937727c5345f8e5326d7ad7490e08734b4d77f228a45cc197f03a98e681c0	Mna vitabu vingi.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	7f7f38cdb86fb3ee6cd589cd936b2cca720a5d4458b2e9ac025c9e680c7cc23a	source-copy	You have many books.	0
development	en	eng	20099	Dejo	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20099	human-contributed-unreviewed	d0ce7eecec5d50a7efcdf23bf5e3f0abe43406785aceff8b363598e436f0e90c	You are teachers.	sw	swh	3173923	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3173923	human-contributed-unreviewed	99eda5b6dfefcc9ca28fcc681c12df2d4e7fb74e273cc7f75eccf252043f6c27	Nyinyi ni waalimu.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	ac901274556ef757159f3ee8add86fd2d40c1267002db1dc567f0d420a1d2313	source-copy	You are teachers.	0
development	en	eng	21678	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/21678	human-contributed-unreviewed	5bada5169b4924c2e26d7afbe77532d09acd32c9b6e96a1da1d4bd1bc2a994d0	Do you remember?	sw	swh	369344	Blaz	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/369344	human-contributed-unreviewed	39404531de1b4562aaca2013f67c9c95fb66476fd55d0050609fb862490859ea	Unakumbuka?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	d12c3aea90021d71ec447b64758e4c4401c042ccff1c89a553a1aa2a50d37ee7	source-copy	Do you remember?	0
development	en	eng	24081	CM	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/24081	human-contributed-unreviewed	fa2e855697c6fb53bc2c6c1e1baab66beaf1a94f1f74f4cc282af7ad43efbfd9	How is your family?	sw	swh	2576633	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/2576633	human-contributed-unreviewed	e9c1974fdacd5478ec527d92aee9e911ae6286b3409992191ff84f085ef26613	Habari za nyumbani?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	87a3022f65fd40600aa743ce4564edccc8cbd22e0efcfa50b8e0c8122be6aa93	source-copy	How is your family?	0
development	en	eng	25029	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/25029	human-contributed-unreviewed	27a1c06e22fe21d78f06b50830465a9f24a69e472ec2bc9ec5867042a50e1a77	What's new?	sw	swh	700389	Alois	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/700389	human-contributed-unreviewed	f247259a8f8ed931366fe7081ae79c59b887ee8d3a8e53e9b1799580c5fdab44	Habari gani?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	ae2995065cbaf1828054ff935b360b913dd058578b7ab5eba34b3896d689a8ab	source-copy	What's new?	0
development	en	eng	23932	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/23932	human-contributed-unreviewed	ef01f4066352e80a321f3a640f413e229a1ea1de2b47ba0f2e50886e80dd6248	Would you like some fruit?	sw	swh	3085981	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/3085981	human-contributed-unreviewed	00f00cc715f2d7b329a71596d102953c09d41d307009e7fba64a1b07f952ab24	Je, unataka matunda?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	6be313d52ce4c5b209b049cb4ffae540ee190b773235b9b4165a906ab66aed57	source-copy	Would you like some fruit?	0
development	en	eng	2322	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/2322	human-contributed-unreviewed	5fa6678df396d176f36fd0ba35684c69cb76aef10bafe99da4413fdcc4560ad6	It's not important.	sw	swh	6927235	DicExpander	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/6927235	human-contributed-unreviewed	b4fe3e747475d9c7cbd73fee4f505392dc7e4504ec8bb2fa987484e617910af7	Si ya maana.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	fbfe741371199c0bf31b2f1474eb01d78517cc0388e6f0ec1e71270f0e8ab2b6	source-copy	It's not important.	0
development	en	eng	2322	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/2322	human-contributed-unreviewed	5fa6678df396d176f36fd0ba35684c69cb76aef10bafe99da4413fdcc4560ad6	It's not important.	sw	swh	6927233	DicExpander	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/6927233	human-contributed-unreviewed	fc734eb8a0caf14aa78b7c504364727ef2667cbb72a111d7781788f88609f842	Si muhimu.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	37b163dedd410c7327313b6b2d9f7d3c82a63c5c6ea5a3e1aaa180388d619cad	source-copy	It's not important.	0
development	en	eng	24426	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/24426	human-contributed-unreviewed	55cbb8e99d12e4408bad0bb9775bd16e06c9dfe5a5ed011814505f418211f64a	What is the price?	sw	swh	9501379	lovermann	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/9501379	human-contributed-unreviewed	2e7a1e4ef9a8e8f0016de99be0b251af0710e77830a8eb6582fbbacd2a1404f8	Bei gani?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	34b93f91f64dbaf78b2c4bc00ffd37557f01b2d5e2bdcca58d0f8748c12e3c91	source-copy	What is the price?	0
heldout	en	eng	1410	Zifre	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/1410	human-contributed-unreviewed	d55c08e9a975615c5fdb2d36bc70ac5b388a50eed8d69e2b3c7fbf873cfed453	You wanted to tell me about freedom?	sw	swh	10804299	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804299	human-contributed-unreviewed	d487263029833ef9cb4f4a385c84d57e19bdd3964f90c18dc285fa64b5f552e9	Ulitaka kunieleza kuhusu uhuru?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	8fd9481586892042033d99e2761a51300083809870d32b2308b8d0f0ba424f65	source-copy	You wanted to tell me about freedom?	0
development	en	eng	1883	Swift	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/1883	human-contributed-unreviewed	8bd407627108e83954e530b5cbd71b6a856c230503346942eabf64004cdf3456	I started learning Chinese last week.	sw	swh	10804308	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804308	human-contributed-unreviewed	cd484e106d59ef7cbed660c862ef2ce886524c5e5b07013d7c13a9f0c3cb62b4	Nilianza kujifunza Kichina juma lililopita.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	d9393063cc6420577a53c097c83edb2a7ae0f8f0ec090fd5ebc865abe219d82c	source-copy	I started learning Chinese last week.	0
development	en	eng	15938	Swift	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/15938	human-contributed-unreviewed	f53c7a1b46fbfda86b35c5e555166e515ffa126b86e803582340366718c0620c	You are a good student.	sw	swh	10804471	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804471	human-contributed-unreviewed	d2647f7b00268d948df304db4620ec4871238e26a1240d1ff9e97bca441e9594	Wewe ni mwanafunzu mzuri.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	a3360b12d3aec0a9285e3485026970963b26cda1a9e072998ad50df05e56bd40	source-copy	You are a good student.	0
development	en	eng	16174	Swift	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/16174	human-contributed-unreviewed	7b575422ba664b3d744ca7ef716bfa9b42fcc4735f68ae3922803eef1c27409a	You have to turn in the reports on Monday.	sw	swh	10804478	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804478	human-contributed-unreviewed	7d2c37e8764eb3e047077c26883580d71dc4b1a99dac909725432adcb95341ec	Lazima uwasilishe ripoti Jumatatu.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	bc69a8647925411b044b28bb9392586b9d8585b74fac94ed62b57fcac9c9f888	source-copy	You have to turn in the reports on Monday.	0
development	en	eng	16259	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/16259	human-contributed-unreviewed	e75e6668e7c582c4183b077a0f2eb2a886cb940c2252433ea8c9297afb337c1b	What do you intend to do?	sw	swh	10804483	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804483	human-contributed-unreviewed	0b01a47bdc693c76f919652ec61dc850b54b03683b255fb82271cfe36717c992	Unanua kufanya nini?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	b65acb01d661b7a731a5fa7e2802c21d4fb831d5bbce6722efa2c159f8973f32	source-copy	What do you intend to do?	0
development	en	eng	16731	Dejo	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/16731	human-contributed-unreviewed	c84c4190604f55779c8371e6baad2bf3ace1637910fe49f6d206594fc280b3f1	Where are you from in Canada?	sw	swh	10804495	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804495	human-contributed-unreviewed	d0321a5f798901b1300c47f0f11081654e50f4133e0a0138670647dff9748ec4	Unatoka wapi huko Kanada?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	ff50452fe5845675db1b10edd67d02a4c03b53c22968369dd914ac74232cbe4b	source-copy	Where are you from in Canada?	0
development	en	eng	16762	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/16762	human-contributed-unreviewed	3a0e8da46a5147bc28d5f24dd2343fb35e0df17f2387ba8fb7528c3e348fc9f1	You always like to trip me up, don't you?	sw	swh	10804498	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804498	human-contributed-unreviewed	4d05fbf40e7140e0ceeccf87186d3fc79dd3c79580f5edfb3750e6555bcd0d1f	Unapenda kunifanyia mzaha, sio?	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	dca7a1a415d1732991167bbd42ea3c9661f220258495f4ea9b7beed78884ad68	source-copy	You always like to trip me up, don't you?	0
development	en	eng	18719	Zifre	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/18719	human-contributed-unreviewed	d6441063365c8e2fe70517bcefb7c50ac6b11dd232343051fd97e17932f2d094	Prices are high these days.	sw	swh	10804539	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804539	human-contributed-unreviewed	fdda091c260cec2600035e8920df1c99deeba46466e320e5b9de2479330366e4	Bei ziko juu mno siku hizi.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	d1a7f89397de034975752e3c165fc6695af6575ab76e565156a651bb775b6b19	source-copy	Prices are high these days.	0
development	en	eng	18982	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/18982	human-contributed-unreviewed	ffe3a64665db538f04038dd0cac44b98bf85ded66efe8a10396340a0fe467b03	The bridge is open to traffic.	sw	swh	10804546	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804546	human-contributed-unreviewed	d6926d189afade9314ed234e584bb4f79aebca508ccc02cdd30bfca083e4a40d	Daraja liko wazi kwa trafiki.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	4761913363c274bf24098f72cf5365d73d73247242f36ec8dce12ce5adaae28f	source-copy	The bridge is open to traffic.	0
development	en	eng	19342	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/19342	human-contributed-unreviewed	34ca16c97ebb0d1aa1ad64bc244c4557c5b1c944c382bd5eb6820da41fffcfb8	Fish, please.	sw	swh	10804553	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804553	human-contributed-unreviewed	c72ebcca30b305cc5e48436ca2690b7f41fcde5e64652c7fc6f3b0ce18826c63	Samaki, tafadhali	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	cebbf375f302966d76e11daeb13a31c1bc5c6eaf7c863dead4c690dc068f5f6a	source-copy	Fish, please.	0
development	en	eng	19702	CK	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/19702	human-contributed-unreviewed	94785abb9e1290eceebf6a1004f26949b152a9049aaca861f31103e95d322924	You'll miss the train if you don't hurry.	sw	swh	10804558	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804558	human-contributed-unreviewed	931f70a5d333a5fddc5a3942fc3abfb250f4ff1f16b1e9fb233c0b541d4c8c03	Utaachwa na garimoshi usipoharakisha.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	2a1eb3e404ccc2e1ddfc1d714f11316dfbc2234d4d000446326a03556c51dc5c	source-copy	You'll miss the train if you don't hurry.	0
development	en	eng	19983	fishda	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/19983	human-contributed-unreviewed	ac0aabe18ecfe061fc20e2c0998a9e9bee6698ca926fa0727ae2fd62b58aaad5	Discussion is based upon mutual respect.	sw	swh	10804563	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804563	human-contributed-unreviewed	a109dddf47de8bcc7d7048e571c0609f28bb6d0df31be8e99825ce819fc7448d	Majadiliano yanategemea kustahiana.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	cf45057bff4c56a022afca2e41dbe466321941a6ba11851758f069235d0516ff	source-copy	Discussion is based upon mutual respect.	0
development	en	eng	20071	Dejo	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/20071	human-contributed-unreviewed	2a18af7a7ac8bbc6e3f48036379efa7db623613be57cf984c714877d2820efa9	In the days of the knights, they wore shields to protect themselves from sword-fight wounds.	sw	swh	10804566	ecorralest101	CC-BY-2.0-FR	https://tatoeba.org/en/sentences/show/10804566	human-contributed-unreviewed	97d978cd3e09f6f6eef5d3961083888cdeaea930c8b1e2322ced24f83d53fdc8	Katika siku za vita, walivaa ngao kujilinda na majeraha ya mapanga.	direct-translation-link-human-contributed-unreviewed	2026-07-18	https://downloads.tatoeba.org/exports/per_language/eng/eng-swh_links.tsv.bz2	81a8c343458bb8fe472f1ff1f76b770da99604693b0b924a42cb1b2426fd30a9	8f80b502ea4a191345ef52055726f1280da387a06ee96056f500c35ffc9134b2	source-copy	In the days of the knights, they wore shields to protect themselves from sword-fight wounds.	0
